Transaction_ID,Employee_ID,Worker_ID,Effective_Date,Transaction_Type,Transaction_Status,Reason_Code,Prior_Job_Profile,New_Job_Profile,Prior_Job_Level,New_Job_Level,Prior_Business_Unit,New_Business_Unit,Prior_Division,New_Division,Prior_Department,New_Department,Prior_Manager_ID,New_Manager_ID,Prior_Location,New_Location,Prior_Worker_Type,New_Worker_Type,Initiated_By,Initiated_Date,Completed_Date,Comments
JM9536119,EMP530504,WD51618992,2025-07-28,Promotion,Completed,Market Adjustment,Expert,Assistant Manager,5.0,6.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Sales,Sales,EMP491143,EMP491143,"New York, NY","New York, NY",Regular,Regular,Manager,2025-06-20,2025-07-28,Promotion from Level 5 to Level 6
JM1073015,EMP530504,WD51618992,2025-08-31,Lateral Move,Completed,Business Need,Expert,Senior Principal,5.0,5.0,Retail Banking,Wealth Management,Branch Operations,Asset Management,Sales,Alternative Investments,EMP491143,EMP491143,"New York, NY","New York, NY",Regular,Regular,Employee,2025-08-17,2025-08-31,Lateral move to Wealth Management
JM2200880,EMP530779,WD11618070,2025-12-29,Promotion,Completed,Succession Planning,Analyst I,Associate II,1.0,2.0,Commercial Banking,Commercial Banking,Trade Finance,Trade Finance,Supply Chain Finance,Supply Chain Finance,EMP750988,EMP750988,"New York, NY","New York, NY",Regular,Regular,Manager,2025-11-22,2025-12-29,Promotion from Level 1 to Level 2
JM9276811,EMP531134,WD19395470,2026-01-30,Lateral Move,Completed,Business Need,Principal Associate,Team Lead,4.0,4.0,Investment Banking,Retail Banking,Mergers & Acquisitions,Branch Operations,Due Diligence,Branch Management,EMP654837,EMP654837,"Denver, CO","Denver, CO",Regular,Regular,Manager,2026-01-16,2026-01-30,Lateral move to Retail Banking
JM7119995,EMP531350,WD63695922,2025-02-21,Promotion,Completed,Market Adjustment,Senior Analyst,Principal Associate,3.0,4.0,Wealth Management,Wealth Management,Financial Planning,Financial Planning,Retirement Planning,Retirement Planning,EMP946729,EMP946729,"Chicago, IL","Chicago, IL",Contractor,Contractor,Manager,2025-01-08,2025-02-21,Promotion from Level 3 to Level 4
JM7515724,EMP531515,WD99178240,2025-03-15,Promotion,Completed,Retention,Representative,Senior Analyst,2.0,3.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Digital Onboarding,Digital Onboarding,EMP305683,EMP305683,"New York, NY","New York, NY",Regular,Regular,Manager,2025-02-09,2025-03-15,Promotion from Level 2 to Level 3
JM9084874,EMP531534,WD87622366,2026-01-05,Promotion,Completed,Retention,Assistant Manager,Operations Manager,6.0,7.0,Commercial Banking,Commercial Banking,Trade Finance,Trade Finance,Export Finance,Export Finance,EMP909968,EMP909968,"Montreal, QC","Montreal, QC",Regular,Regular,Manager,2025-11-11,2026-01-05,Promotion from Level 6 to Level 7
JM5805180,EMP531597,WD66261863,2025-11-02,Promotion,Completed,Market Adjustment,Specialist II,Senior Specialist,2.0,3.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Customer Service,Customer Service,EMP614284,EMP614284,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-09-25,2025-11-02,Promotion from Level 2 to Level 3
JM9602467,EMP531676,WD40858549,2025-08-18,Promotion,Completed,Succession Planning,Assistant Manager,Branch Manager,6.0,7.0,Wealth Management,Wealth Management,Private Banking,Private Banking,Relationship Management,Relationship Management,EMP682627,EMP682627,"New York, NY","New York, NY",Regular,Regular,Manager,2025-07-14,2025-08-18,Promotion from Level 6 to Level 7
JM5127863,EMP531676,WD40858549,2025-12-24,Lateral Move,Completed,Business Need,Assistant Manager,Team Manager,6.0,6.0,Wealth Management,Retail Banking,Private Banking,Consumer Lending,Relationship Management,Collections,EMP682627,EMP682627,"New York, NY","New York, NY",Regular,Regular,HR,2025-11-12,2025-12-24,Lateral move to Retail Banking
JM9128789,EMP531722,WD69288570,2025-03-21,Termination,Completed,Involuntary - End of Contract,Specialist I,,1.0,,Risk & Compliance,,Financial Crimes,,Fraud Detection,,EMP176074,,"New York, NY",,Regular,,HR,2025-02-28,2025-03-21,Involuntary - End of Contract
JM5351333,EMP531733,WD33074465,2025-07-21,Lateral Move,Completed,Business Need,Assistant Manager,Supervisor,6.0,6.0,Retail Banking,Commercial Banking,Branch Operations,Corporate Lending,Branch Management,Loan Operations,EMP935060,EMP935060,"New York, NY","New York, NY",Contractor,Contractor,Employee,2025-06-30,2025-07-21,Lateral move to Commercial Banking
JM5471175,EMP531768,WD78738424,2025-05-19,Lateral Move,Completed,Leadership Development,Senior Associate,Senior Associate,3.0,3.0,Retail Banking,Risk & Compliance,Consumer Lending,Regulatory Compliance,Credit Cards,Consumer Compliance,EMP111380,EMP111380,"Toronto, ON","Toronto, ON",Regular,Regular,Employee,2025-04-23,2025-05-19,Lateral move to Risk & Compliance
JM4591686,EMP531768,WD78738424,2025-12-22,Promotion,Completed,Expanded Role,Senior Associate,Lead Specialist,3.0,4.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Credit Cards,Credit Cards,EMP111380,EMP111380,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-11-09,2025-12-22,Promotion from Level 3 to Level 4
JM6550013,EMP531798,WD42968377,2025-04-22,Hire,Completed,Executive Recruitment,,Specialist II,,2.0,,Retail Banking,,Consumer Lending,,Personal Loans,,EMP464632,,"Charlotte, NC",,Regular,Recruiter,2025-03-26,2025-04-22,New hire - Expansion
JM7126074,EMP531798,WD42968377,2025-11-27,Promotion,Completed,Performance Based,Specialist II,Lead Representative,2.0,3.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Personal Loans,Personal Loans,EMP464632,EMP464632,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-10-02,2025-11-27,Promotion from Level 2 to Level 3
JM4459719,EMP531859,WD67791620,2026-01-18,Lateral Move,Completed,Project Assignment,Staff Specialist,Senior Principal,5.0,5.0,Commercial Banking,Retail Banking,Real Estate Finance,Digital Banking,REIT Coverage,UX Design,EMP849788,EMP849788,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-12-25,2026-01-18,Lateral move to Retail Banking
JM8224951,EMP532322,WD68157725,2025-06-08,Lateral Move,Completed,Leadership Development,Lead Specialist,Principal Associate,4.0,4.0,Wealth Management,Retail Banking,Private Banking,Digital Banking,Relationship Management,UX Design,EMP680554,EMP680554,"Boston, MA","Boston, MA",Regular,Regular,Manager,2025-05-20,2025-06-08,Lateral move to Retail Banking
JM6857420,EMP532592,WD32928447,2025-05-07,Lateral Move,Completed,Business Need,Staff Specialist,Expert,5.0,5.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Mobile Banking,UX Design,EMP254453,EMP254453,"San Francisco, CA","San Francisco, CA",Regular,Regular,HR,2025-04-18,2025-05-07,Lateral move to Retail Banking
JM9640288,EMP532738,WD58694273,2025-06-29,Hire,Completed,Experienced Hire,,Analyst I,,1.0,,Corporate Functions,,Finance,,Accounting,,EMP846243,,"Chicago, IL",,Regular,Recruiter,2025-06-11,2025-06-29,New hire - Backfill
JM8206971,EMP532738,WD58694273,2025-07-05,Promotion,Completed,Expanded Role,Analyst I,Analyst II,1.0,2.0,Corporate Functions,Corporate Functions,Finance,Finance,Accounting,Accounting,EMP846243,EMP846243,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-05-10,2025-07-05,Promotion from Level 1 to Level 2
JM3481278,EMP532864,WD52943600,2025-07-10,Hire,Completed,Executive Recruitment,,Senior Associate,,3.0,,Wealth Management,,Financial Planning,,Tax Planning,,EMP261263,,"Toronto, ON",,Regular,Recruiter,2025-06-13,2025-07-10,New hire - Backfill
JM4541391,EMP532973,WD60882009,2025-10-06,Promotion,Completed,Performance Based,Director,Managing Director,9.0,10.0,Wealth Management,Wealth Management,Trust Services,Trust Services,Trust Administration,Trust Administration,EMP145908,EMP145908,"Boston, MA","Boston, MA",Contractor,Contractor,Manager,2025-08-26,2025-10-06,Promotion from Level 9 to Level 10
JM9293805,EMP533072,WD50684885,2025-03-28,Promotion,Completed,Market Adjustment,Lead Analyst,Expert,4.0,5.0,Investment Banking,Investment Banking,Structured Finance,Structured Finance,Leveraged Finance,Leveraged Finance,EMP620314,EMP620314,"Boston, MA","Boston, MA",Regular,Regular,Manager,2025-02-05,2025-03-28,Promotion from Level 4 to Level 5
JM3265203,EMP533276,WD89604276,2025-05-16,Hire,Completed,Campus Hire,,Analyst I,,1.0,,Retail Banking,,Digital Banking,,Mobile Banking,,EMP190058,,"Dallas, TX",,Regular,Recruiter,2025-05-05,2025-05-16,New hire - New Position
JM6601481,EMP533437,WD60788599,2025-10-02,Lateral Move,Completed,Relocation Request,Representative,Associate II,2.0,2.0,Commercial Banking,Investment Banking,Trade Finance,Mergers & Acquisitions,Export Finance,Due Diligence,EMP248810,EMP248810,"New York, NY","New York, NY",Regular,Regular,Manager,2025-09-18,2025-10-02,Lateral move to Investment Banking
JM2592000,EMP533586,WD35483335,2025-02-14,Lateral Move,Completed,Leadership Development,Lead Analyst,Principal Associate,4.0,4.0,Corporate Functions,Commercial Banking,Human Resources,Treasury Services,Talent Acquisition,FX Services,EMP717694,EMP717694,"Dallas, TX","Dallas, TX",Contractor,Contractor,Manager,2025-01-19,2025-02-14,Lateral move to Commercial Banking
JM7924846,EMP533907,WD68904615,2025-11-11,Promotion,Completed,Expanded Role,Coordinator,Representative,1.0,2.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Digital Onboarding,Digital Onboarding,EMP917062,EMP917062,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-10-06,2025-11-11,Promotion from Level 1 to Level 2
JM5559495,EMP533907,WD68904615,2025-12-14,Lateral Move,Completed,Project Assignment,Coordinator,Associate I,1.0,1.0,Retail Banking,Investment Banking,Digital Banking,Structured Finance,Digital Onboarding,Project Finance,EMP917062,EMP917062,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-11-17,2025-12-14,Lateral move to Investment Banking
JM2155624,EMP534108,WD19893263,2025-11-12,Lateral Move,Completed,Relocation Request,Assistant Manager,Team Manager,6.0,6.0,Technology,Investment Banking,Application Development,Capital Markets,Quality Assurance,Fixed Income,EMP794135,EMP794135,"Charlotte, NC","Charlotte, NC",Regular,Regular,HR,2025-10-13,2025-11-12,Lateral move to Investment Banking
JM4210114,EMP534352,WD40090457,2025-12-02,Promotion,Completed,Succession Planning,Associate I,Associate II,1.0,2.0,Corporate Functions,Corporate Functions,Legal,Legal,Litigation,Litigation,EMP870859,EMP870859,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-10-20,2025-12-02,Promotion from Level 1 to Level 2
JM3690823,EMP534363,WD71553251,2025-03-19,Promotion,Completed,Performance Based,Manager,Senior Manager,7.0,8.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Mortgage Origination,Mortgage Origination,EMP464632,EMP464632,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-01-26,2025-03-19,Promotion from Level 7 to Level 8
JM2287992,EMP534363,WD71553251,2025-10-12,Hire,Completed,Internal Referral,,Manager,,7.0,,Retail Banking,,Consumer Lending,,Mortgage Origination,,EMP464632,,"Toronto, ON",,Regular,Hiring Manager,2025-10-04,2025-10-12,New hire - Internal Referral
JM1676501,EMP534625,WD85880559,2025-08-23,Lateral Move,Completed,Business Need,Associate I,Specialist I,1.0,1.0,Risk & Compliance,Commercial Banking,Regulatory Compliance,Real Estate Finance,Consumer Compliance,Property Management,EMP496380,EMP496380,"Denver, CO","Denver, CO",Regular,Regular,HR,2025-08-03,2025-08-23,Lateral move to Commercial Banking
JM4864937,EMP534625,WD85880559,2025-10-22,Promotion,Completed,Expanded Role,Associate I,Specialist II,1.0,2.0,Risk & Compliance,Risk & Compliance,Regulatory Compliance,Regulatory Compliance,Consumer Compliance,Consumer Compliance,EMP496380,EMP496380,"Denver, CO","Denver, CO",Regular,Regular,Manager,2025-08-26,2025-10-22,Promotion from Level 1 to Level 2
JM8161657,EMP534750,WD90686824,2025-02-18,Lateral Move,Completed,Restructuring,Lead Analyst,Lead Analyst,4.0,4.0,Wealth Management,Technology,Financial Planning,Cybersecurity,Education Planning,Penetration Testing,EMP663895,EMP663895,"Charlotte, NC","Charlotte, NC",Temporary,Temporary,Manager,2025-01-30,2025-02-18,Lateral move to Technology
JM4166885,EMP534750,WD90686824,2025-04-24,Promotion,Completed,Skill Development,Lead Analyst,Expert,4.0,5.0,Wealth Management,Wealth Management,Financial Planning,Financial Planning,Education Planning,Education Planning,EMP663895,EMP663895,"Charlotte, NC","Charlotte, NC",Temporary,Temporary,Manager,2025-03-22,2025-04-24,Promotion from Level 4 to Level 5
JM1108339,EMP534789,WD80121833,2025-07-10,Lateral Move,Completed,Restructuring,Senior Analyst,Lead Representative,3.0,3.0,Retail Banking,Commercial Banking,Branch Operations,Real Estate Finance,Sales,Construction Lending,EMP466807,EMP466807,"New York, NY","New York, NY",Regular,Regular,Employee,2025-06-01,2025-07-10,Lateral move to Commercial Banking
JM1820630,EMP535052,WD39572454,2025-09-04,Lateral Move,Completed,Restructuring,Specialist II,Specialist II,2.0,2.0,Risk & Compliance,Investment Banking,Financial Crimes,Structured Finance,Fraud Detection,Securitization,EMP457987,EMP457987,"Denver, CO","Denver, CO",Regular,Regular,Employee,2025-07-22,2025-09-04,Lateral move to Investment Banking
JM3764066,EMP535191,WD24714183,2025-10-08,Promotion,Completed,Performance Based,Specialist I,Analyst II,1.0,2.0,Wealth Management,Wealth Management,Financial Planning,Financial Planning,Education Planning,Education Planning,EMP578729,EMP578729,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-08-09,2025-10-08,Promotion from Level 1 to Level 2
JM3994867,EMP535214,WD27664131,2025-11-02,Termination,Completed,Voluntary - Return to School,Principal Analyst,,5.0,,Investment Banking,,Advisory Services,,Industry Coverage,,EMP857843,,"Charlotte, NC",,Regular,,Employee,2025-09-05,2025-11-02,Voluntary - Return to School
JM3591545,EMP535420,WD26520364,2025-11-04,Termination,Completed,Voluntary - Return to School,Associate II,,2.0,,Commercial Banking,,Real Estate Finance,,Property Management,,EMP276724,,"Los Angeles, CA",,Regular,,Employee,2025-09-07,2025-11-04,Voluntary - Return to School
JM3919300,EMP535572,WD76505927,2025-09-16,Termination,Completed,Voluntary - Return to School,Analyst II,,2.0,,Investment Banking,,Structured Finance,,Leveraged Finance,,EMP420186,,"San Francisco, CA",,Regular,,Employee,2025-08-05,2025-09-16,Voluntary - Return to School
JM1409862,EMP535694,WD94310674,2025-09-11,Lateral Move,Completed,Business Need,Supervisor,Team Manager,6.0,6.0,Investment Banking,Wealth Management,Advisory Services,Financial Planning,Restructuring,Tax Planning,EMP517082,EMP517082,"New York, NY","New York, NY",Regular,Regular,HR,2025-08-28,2025-09-11,Lateral move to Wealth Management
JM5903706,EMP535824,WD55932387,2025-10-28,Promotion,Completed,Expanded Role,Senior Analyst,Lead Specialist,3.0,4.0,Investment Banking,Investment Banking,Structured Finance,Structured Finance,Syndications,Syndications,EMP109512,EMP109512,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-09-20,2025-10-28,Promotion from Level 3 to Level 4
JM3400237,EMP535828,WD35997622,2025-02-14,Lateral Move,Completed,Relocation Request,Associate II,Representative,2.0,2.0,Retail Banking,Investment Banking,Consumer Lending,Capital Markets,Personal Loans,Fixed Income,EMP580921,EMP580921,"San Francisco, CA","San Francisco, CA",Regular,Regular,Employee,2025-01-08,2025-02-14,Lateral move to Investment Banking
JM4932714,EMP536236,WD89289163,2026-01-03,Termination,Completed,Voluntary - Retirement,Coordinator,,1.0,,Investment Banking,,Structured Finance,,Securitization,,EMP953763,,"Chicago, IL",,Regular,,Employee,2025-11-11,2026-01-03,Voluntary - Retirement
JM6471955,EMP536257,WD86207426,2025-10-31,Promotion,Completed,Skill Development,Staff Specialist,Supervisor,5.0,6.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,ACH Operations,ACH Operations,EMP627100,EMP627100,"New York, NY","New York, NY",Regular,Regular,Manager,2025-09-05,2025-10-31,Promotion from Level 5 to Level 6
JM2579612,EMP536316,WD33474378,2025-04-29,Promotion,Completed,Succession Planning,Specialist I,Representative,1.0,2.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Sales,Sales,EMP987236,EMP987236,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-03-07,2025-04-29,Promotion from Level 1 to Level 2
JM2712645,EMP536440,WD73889312,2025-02-21,Lateral Move,Completed,Career Development,Lead Representative,Senior Associate,3.0,3.0,Investment Banking,Technology,Capital Markets,Cybersecurity,Equity Sales,Penetration Testing,EMP459712,EMP459712,"New York, NY","New York, NY",Regular,Regular,HR,2025-01-24,2025-02-21,Lateral move to Technology
JM3009896,EMP536525,WD96475412,2025-02-22,Lateral Move,Completed,Relocation Request,Lead Representative,Senior Analyst,3.0,3.0,Investment Banking,Wealth Management,Capital Markets,Financial Planning,Equity Sales,Education Planning,EMP492155,EMP492155,"New York, NY","New York, NY",Regular,Regular,Manager,2025-01-25,2025-02-22,Lateral move to Wealth Management
JM7668941,EMP536773,WD63333218,2025-03-18,Promotion,Completed,Retention,Staff Specialist,Team Manager,5.0,6.0,Commercial Banking,Commercial Banking,Real Estate Finance,Real Estate Finance,Commercial Mortgage,Commercial Mortgage,EMP964632,EMP964632,"New York, NY","New York, NY",Regular,Regular,Manager,2025-01-28,2025-03-18,Promotion from Level 5 to Level 6
JM6772842,EMP536817,WD89518508,2025-03-14,Hire,Completed,Backfill,,Associate I,,1.0,,Commercial Banking,,Treasury Services,,Liquidity Management,,EMP421688,,"Los Angeles, CA",,Regular,Hiring Manager,2025-02-13,2025-03-14,New hire - New Position
JM2074799,EMP536817,WD89518508,2025-11-15,Lateral Move,Completed,Relocation Request,Associate I,Coordinator,1.0,1.0,Commercial Banking,Commercial Banking,Treasury Services,Trade Finance,Liquidity Management,Letters of Credit,EMP421688,EMP421688,"Los Angeles, CA","Los Angeles, CA",Regular,Regular,HR,2025-10-26,2025-11-15,Lateral move to Commercial Banking
JM5548598,EMP536902,WD25779227,2025-11-07,Termination,Completed,Death,Lead Specialist,,4.0,,Commercial Banking,,Real Estate Finance,,Construction Lending,,EMP432604,,"Charlotte, NC",,Regular,,Employee,2025-09-20,2025-11-07,Death
JM5893711,EMP536977,WD55426877,2025-03-05,Lateral Move,Completed,Relocation Request,Analyst II,Analyst II,2.0,2.0,Risk & Compliance,Investment Banking,Enterprise Risk,Capital Markets,Model Risk,Equity Sales,EMP284287,EMP284287,"Chicago, IL","Chicago, IL",Regular,Regular,HR,2025-02-15,2025-03-05,Lateral move to Investment Banking
